gender,age,address,famsize,Pstatus,M_edu,F_edu,M_job,F_job,relationship_breakdown,smoker,avarage_tution_fee_cost,time_spent_with_friends,ssc_result,hsc_result
F,23,R,GT3,T ,2,3,other ,health ,No ,Yes ,500000,1,4.27,4.82
M,24,U,LE3,T ,4,2,at_home ,other ,Yes ,Yes ,50000,2,4.87,4.45
M,22,R,GT3,T ,4,4,health ,teacher ,Yes ,Yes ,450000,1,4.89,4.56
F,22,U,GT3,T ,4,3,teacher ,teacher ,Yes ,Yes ,250000,2,3.94,4.23
F,21,R,GT3,T ,2,4,at_home ,teacher ,No ,Yes ,600000,5,4.93,4.71
M,23,R,GT3,T ,4,2,teacher ,services ,Yes ,No ,550000,4,3.95,4.15
F,24,U,LE3,T ,3,4,services ,services ,Yes ,Yes ,200000,1,4.27,4.59
F,23,U,GT3,T ,2,3,teacher ,at_home ,No ,No ,400000,1,4.53,4.67
M,24,R,LE3,T ,3,2,at_home ,other ,No ,Yes ,850000,1,4.75,4.35
M,21,U,GT3,T ,3,2,services ,other ,Yes ,Yes ,800000,2,4.27,4.62
F,20,R,GT3,T ,3,3,at_home ,other ,Yes ,Yes ,800000,5,4.82,4.12
F,20,R,GT3,T ,2,3,other ,other ,Yes ,No ,500000,1,4.81,4.57
M,22,R,LE3,T ,2,3,health ,health ,Yes ,No ,100000,2,4.17,4.3
F,20,R,GT3,T ,2,2,other ,health ,Yes ,No ,300000,1,4.56,4.6
F,24,U,GT3,T ,2,4,services ,other ,No ,No ,300000,2,4.71,4.54
F,21,U,GT3,T ,3,2,health ,health ,Yes ,Yes ,800000,1,4.02,4.14
M,22,R,LE3,T ,3,4,health ,health ,No ,Yes ,450000,3,4.79,4.33
F,22,R,LE3,T ,2,4,health ,teacher ,Yes ,Yes ,200000,1,4.24,4.71
F,23,R,GT3,T ,3,2,services ,health ,Yes ,Yes ,800000,1,4.05,4.2
M,21,R,GT3,T ,3,3,at_home ,health ,Yes ,No ,800000,2,3.96,4.47
M,22,R,GT3,T ,4,2,at_home ,services ,No ,No ,200000,1,4.55,4.52
M,24,U,GT3,T ,3,3,teacher ,services ,Yes ,No ,850000,1,4.98,4.29
M,22,R,LE3,T ,4,4,teacher ,services ,Yes ,Yes ,600000,3,4.04,4.13
M,21,U,GT3,T ,3,3,at_home ,teacher ,No ,Yes ,300000,1,4.02,4.29
F,21,R,GT3,T ,2,4,services ,other ,No ,Yes ,850000,1,4.66,4.44
M,21,R,GT3,T ,3,2,services ,health ,Yes ,No ,600000,1,4.76,4.55
M,24,U,GT3,T ,4,2,teacher ,other ,No ,Yes ,800000,1,4.78,4.76
F,22,U,GT3,T ,3,3,at_home ,teacher ,Yes ,No ,550000,1,4.99,4.47
F,24,R,LE3,T ,3,3,at_home ,other ,No ,Yes ,450000,3,4.21,3.94
F,24,R,GT3,T ,3,3,at_home ,health ,No ,Yes ,50000,2,3.99,3.95
M,24,R,GT3,T ,4,4,teacher ,health ,No ,No ,250000,1,4.37,4.34
F,22,R,GT3,T ,3,2,at_home ,teacher ,Yes ,Yes ,200000,1,4.64,4.23
F,24,U,GT3,T ,3,2,other ,other ,Yes ,No ,200000,3,4.75,4.56
F,21,R,GT3,T ,4,4,services ,teacher ,Yes ,Yes ,100000,1,4.34,4.87
F,24,R,GT3,T ,4,3,other ,teacher ,Yes ,No ,500000,4,4.53,4.01
F,23,U,LE3,T ,4,2,other ,other ,Yes ,Yes ,850000,3,4.22,4.44
F,22,R,LE3,T ,4,2,at_home ,other ,Yes ,No ,200000,1,4.15,4.28
M,23,U,LE3,T ,2,4,other ,teacher ,No ,No ,300000,2,4.86,4.88
M,20,U,LE3,T ,4,2,at_home ,other ,No ,Yes ,250000,1,4.87,4.76
F,22,R,GT3,T ,4,3,at_home ,other ,Yes ,No ,500000,1,4.15,4
M,23,R,GT3,T ,2,4,teacher ,services ,Yes ,Yes ,200000,2,4.73,4.36
M,21,R,GT3,T ,3,3,at_home ,other ,Yes ,Yes ,200000,1,4.91,4.52
M,21,U,GT3,T ,4,3,teacher ,teacher ,Yes ,No ,50000,1,4.56,4.76
M,24,U,GT3,T ,2,3,services ,services ,No ,No ,700000,1,4.04,4.81
M,21,R,GT3,T ,2,4,at_home ,teacher ,Yes ,No ,800000,1,4.37,4.63
M,20,R,GT3,T ,4,2,other ,other ,Yes ,No ,450000,2,4.71,4.59
F,22,R,GT3,T ,2,3,services ,health ,No ,Yes ,450000,1,4.13,4.49
M,20,R,GT3,T ,2,3,at_home ,teacher ,Yes ,Yes ,500000,1,4.65,4.77
F,20,R,GT3,T ,4,4,services ,teacher ,Yes ,Yes ,450000,1,4.21,4.56
M,24,R,GT3,T ,4,4,at_home ,other ,Yes ,Yes ,200000,2,4.94,4.36
F,23,U,GT3,T ,3,2,health ,services ,Yes ,No ,600000,1,4.61,4.42
F,21,U,GT3,T ,2,2,at_home ,services ,Yes ,No ,600000,2,4.69,4.7
F,24,U,GT3,T ,2,4,health ,teacher ,Yes ,No ,200000,1,4.95,4.44
M,22,U,LE3,T ,3,4,health ,other ,Yes ,No ,250000,1,4.27,4.1
M,24,R,LE3,T ,3,4,at_home ,teacher ,Yes ,Yes ,100000,1,4.77,4.34
M,23,R,GT3,T ,2,4,other ,teacher ,No ,Yes ,450000,2,4.1,4.27
M,22,R,LE3,T ,2,3,at_home ,health ,Yes ,Yes ,200000,1,4.75,4.81
F,20,U,LE3,T ,3,3,other ,health ,Yes ,Yes ,450000,1,4.55,4.44
M,24,U,LE3,T ,4,2,services ,health ,No ,Yes ,600000,2,4.29,4
M,21,R,GT3,A ,3,4,other ,at_home ,Yes ,Yes ,600000,1,4.31,4.15
F,23,U,GT3,T ,4,4,other ,services ,No ,Yes ,700000,2,5,4.17
F,22,U,GT3,T ,4,2,at_home ,services ,No ,No ,600000,1,4.52,4.4
F,23,R,GT3,T ,4,3,at_home ,services ,Yes ,Yes ,450000,3,4.76,4.57
M,21,U,GT3,A ,2,2,at_home ,services ,Yes ,No ,550000,1,4.18,4.13
F,23,R,LE3,T ,3,3,at_home ,health ,Yes ,Yes ,300000,1,4.14,4.76
M,22,U,GT3,T ,2,3,teacher ,teacher ,No ,No ,50000,1,4.52,4.84
F,21,R,LE3,A ,3,2,teacher ,health ,No ,No ,700000,1,4.47,4.65
F,24,U,GT3,T ,2,2,other ,teacher ,No ,Yes ,250000,1,4.61,4.07
F,20,R,GT3,T ,4,4,at_home ,services ,Yes ,No ,700000,5,4.86,4.02
M,24,U,GT3,T ,3,4,at_home ,services ,Yes ,Yes ,450000,1,4.49,4.83
F,22,U,GT3,T ,3,2,at_home ,teacher ,Yes ,No ,850000,5,4.95,4.76
M,22,U,GT3,T ,3,3,at_home ,other ,Yes ,No ,850000,5,4.72,4.32
F,24,U,GT3,T ,2,3,other ,services ,Yes ,No ,250000,1,4,4.32
F,24,R,LE3,T ,4,4,services ,health ,No ,Yes ,550000,1,4.86,4.12
M,22,R,GT3,T ,3,4,services ,teacher ,No ,Yes ,850000,1,4.73,4.29
M,20,U,GT3,T ,3,3,at_home ,other ,Yes ,No ,500000,1,4.15,4.02
M,23,U,GT3,T ,3,4,at_home ,health ,Yes ,No ,700000,1,4.27,4.67
F,22,U,LE3,T ,3,3,at_home ,at_home ,No ,Yes ,800000,5,4.76,4.7
F,24,R,LE3,T ,2,3,at_home ,teacher ,No ,Yes ,600000,4,4.14,4.01
F,21,U,LE3,T ,4,2,other ,services ,Yes ,Yes ,700000,1,4.25,4.87
M,22,R,GT3,T ,4,4,health ,other ,Yes ,No ,800000,1,4.72,4.14
M,21,R,GT3,T ,2,4,at_home ,services ,Yes ,Yes ,250000,1,4.06,4.16
F,24,R,LE3,T ,2,3,at_home ,teacher ,No ,Yes ,400000,1,4.94,4.26
M,23,R,GT3,T ,4,2,other ,other ,No ,No ,850000,3,4.85,4.17
M,22,U,GT3,T ,2,3,teacher ,services ,Yes ,No ,250000,2,4.29,4.49
F,22,U,GT3,T ,2,4,teacher ,health ,Yes ,No ,550000,1,3.93,4.34
F,23,U,GT3,T ,4,3,health ,other ,No ,No ,500000,1,4.73,3.96
M,23,U,LE3,T ,4,2,at_home ,services ,No ,Yes ,700000,4,4.46,4.35
M,21,U,GT3,T ,4,3,at_home ,other ,Yes ,Yes ,550000,1,4.28,3.99
F,20,U,GT3,T ,4,2,teacher ,teacher ,Yes ,Yes ,850000,2,4.7,4.44
M,24,U,GT3,T ,3,4,at_home ,health ,Yes ,Yes ,500000,3,3.95,4.84
M,23,R,GT3,T ,4,2,other ,teacher ,Yes ,Yes ,400000,2,4.47,3.99
M,24,U,GT3,T ,4,4,teacher ,services ,No ,Yes ,500000,3,4.6,4.4
F,21,U,LE3,T ,2,3,at_home ,services ,Yes ,Yes ,50000,1,4.17,4.76
M,21,R,LE3,T ,2,2,other ,services ,No ,Yes ,600000,1,4.93,4.48
M,24,R,GT3,T ,3,3,at_home ,at_home ,Yes ,Yes ,450000,1,4.48,3.94
M,21,U,LE3,T ,4,4,other ,teacher ,No ,Yes ,500000,1,4.76,4.02
M,22,R,LE3,T ,4,4,other ,teacher ,Yes ,Yes ,250000,1,4.3,4.14
F,22,R,LE3,A ,3,4,services ,health ,No ,No ,300000,4,4.41,3.98
M,23,U,GT3,T ,4,4,at_home ,health ,Yes ,No ,500000,1,4.17,4.63
F,21,U,GT3,T ,4,4,teacher ,health ,No ,No ,800000,1,4.44,4.63
F,23,R,GT3,T ,4,3,other ,teacher ,Yes ,No ,400000,3,4.52,4.63
F,20,R,GT3,T ,4,3,teacher ,teacher ,Yes ,Yes ,50000,1,4.44,4.59
M,22,R,LE3,T ,4,2,teacher ,other ,Yes ,Yes ,250000,2,4.23,4.03
F,21,R,LE3,T ,2,2,health ,health ,No ,Yes ,700000,1,4.1,3.96
M,24,R,LE3,T ,4,4,services ,other ,No ,Yes ,450000,2,4.43,4.35
F,22,U,GT3,T ,3,4,health ,other ,No ,Yes ,300000,2,4.19,4.68
M,22,U,GT3,T ,4,2,teacher ,services ,Yes ,No ,800000,1,4.5,4.43
F,24,R,LE3,T ,2,4,services ,other ,Yes ,Yes ,550000,3,4.69,4.72
M,21,U,GT3,T ,3,2,at_home ,other ,Yes ,No ,800000,1,4.17,3.99
F,22,R,GT3,T ,4,4,services ,teacher ,Yes ,Yes ,400000,2,4.61,4.88
F,20,U,LE3,T ,4,2,teacher ,teacher ,Yes ,No ,500000,1,4.48,3.99
M,22,R,LE3,T ,3,4,at_home ,services ,No ,Yes ,300000,1,4.95,4.15
F,23,U,GT3,T ,2,4,other ,teacher ,Yes ,No ,250000,1,4.73,4.88
M,22,U,LE3,T ,4,2,health ,teacher ,Yes ,No ,600000,3,4.63,4.32
M,22,U,GT3,T ,4,3,at_home ,teacher ,Yes ,No ,600000,3,4.7,3.97
F,23,U,GT3,T ,4,3,teacher ,services ,Yes ,No ,100000,1,4.25,4.18
F,21,R,LE3,T ,3,2,at_home ,other ,No ,Yes ,250000,1,4.02,4.68
M,23,U,GT3,T ,4,4,at_home ,teacher ,Yes ,No ,250000,3,4.33,4.64
M,23,R,GT3,T ,4,4,health ,other ,Yes ,No ,450000,1,4.63,4.44
M,23,R,GT3,T ,4,4,health ,services ,Yes ,Yes ,800000,2,4.02,4.83
F,24,U,GT3,T ,4,4,at_home ,health ,Yes ,Yes ,50000,2,4.08,4.66
F,20,R,LE3,T ,3,3,health ,health ,Yes ,No ,700000,4,4.62,4.14
M,20,R,GT3,T ,2,2,services ,other ,Yes ,Yes ,450000,1,4.72,4.29
M,24,R,GT3,T ,3,2,at_home ,services ,Yes ,No ,600000,1,4.86,4.18
F,24,U,GT3,T ,4,4,teacher ,other ,Yes ,Yes ,50000,2,4.28,4.05
F,23,U,GT3,T ,4,4,at_home ,other ,Yes ,Yes ,100000,2,3.96,4.47
M,23,R,LE3,T ,4,4,at_home ,health ,Yes ,No ,700000,1,4.49,4.01
F,20,U,GT3,T ,3,3,other ,teacher ,Yes ,No ,250000,1,4.98,4.6
F,21,R,LE3,A ,3,4,at_home ,services ,Yes ,No ,250000,3,4.79,4.25
M,22,U,LE3,T ,3,4,at_home ,other ,No ,Yes ,500000,1,4.33,4.66
M,22,U,GT3,T ,2,3,health ,other ,Yes ,No ,300000,1,4.3,4.6
M,23,U,GT3,T ,2,2,health ,services ,Yes ,No ,50000,4,4.53,4.58
M,21,R,GT3,T ,4,3,teacher ,teacher ,Yes ,Yes ,600000,1,4.1,4.48
F,24,R,GT3,T ,2,4,other ,teacher ,No ,No ,500000,1,4.99,4.35
F,20,U,GT3,T ,3,2,health ,teacher ,Yes ,Yes ,250000,2,4.64,4.7
M,21,R,GT3,T ,3,2,at_home ,teacher ,No ,No ,450000,1,4.07,4.47
M,24,R,GT3,T ,3,2,at_home ,services ,No ,Yes ,500000,5,4.17,4.77
F,23,U,GT3,T ,3,3,at_home ,services ,No ,Yes ,200000,3,4.03,4.62
F,21,U,GT3,T ,3,3,at_home ,services ,Yes ,Yes ,450000,5,4.92,4.09
F,23,U,GT3,T ,2,2,at_home ,services ,No ,No ,450000,1,4.13,4.7
M,23,R,GT3,T ,3,3,other ,other ,Yes ,Yes ,800000,1,4.45,4.12
M,22,U,GT3,T ,4,3,at_home ,services ,Yes ,Yes ,850000,5,4.84,3.97
F,22,R,GT3,T ,2,2,other ,other ,Yes ,Yes ,800000,2,4.58,4.05
F,24,R,GT3,T ,2,3,at_home ,teacher ,Yes ,No ,800000,2,3.92,4.47
M,21,U,LE3,T ,3,4,other ,services ,No ,Yes ,450000,1,4.33,4.68
M,21,R,GT3,T ,2,2,at_home ,teacher ,Yes ,No ,400000,1,4.06,4.4
F,21,U,GT3,T ,3,4,at_home ,other ,No ,No ,850000,5,4.05,4.85
F,23,R,GT3,T ,2,4,at_home ,other ,No ,Yes ,550000,1,4.77,4.16
M,23,R,LE3,T ,3,2,other ,other ,No ,No ,100000,2,4.67,4.77
F,20,U,GT3,T ,3,4,services ,other ,Yes ,Yes ,450000,1,4.35,4.09
M,21,U,LE3,T ,2,2,at_home ,health ,Yes ,Yes ,800000,1,4.79,4.51
F,20,U,GT3,T ,2,3,at_home ,teacher ,No ,Yes ,250000,1,3.99,3.97
F,23,R,GT3,T ,2,4,other ,services ,Yes ,No ,700000,1,4.53,4.82
F,22,U,LE3,T ,4,2,at_home ,services ,Yes ,Yes ,100000,1,4.86,4.32
M,23,R,LE3,A ,3,4,at_home ,other ,No ,No ,50000,1,4.07,4.19
M,20,U,GT3,T ,2,3,at_home ,services ,Yes ,No ,550000,2,4.12,4.33
F,24,R,GT3,T ,2,2,teacher ,health ,Yes ,No ,800000,1,4.43,3.95
F,22,U,GT3,T ,4,3,teacher ,other ,No ,No ,300000,1,4.67,4.77
F,24,R,LE3,T ,2,4,at_home ,other ,No ,No ,400000,2,4.77,4.28
F,23,U,GT3,T ,3,2,at_home ,services ,No ,No ,250000,3,3.98,4.34
M,23,U,GT3,T ,4,2,other ,services ,Yes ,Yes ,850000,3,4.47,4.48
F,23,R,GT3,A ,2,4,services ,teacher ,Yes ,Yes ,800000,3,4.87,4.89
F,21,R,GT3,T ,4,2,services ,health ,Yes ,Yes ,250000,3,4.74,4.08
M,24,U,GT3,T ,3,2,at_home ,teacher ,No ,Yes ,250000,1,4.04,4.27
F,24,U,GT3,A ,3,2,at_home ,teacher ,Yes ,No ,850000,1,4.3,4.59
M,23,U,GT3,T ,3,3,services ,other ,Yes ,No ,300000,1,4,4.52
F,24,R,LE3,T ,2,3,health ,health ,No ,No ,800000,2,4.85,4.03
F,24,U,GT3,T ,4,4,services ,other ,No ,No ,450000,1,4.78,4.87
F,24,U,LE3,T ,4,4,at_home ,health ,Yes ,No ,450000,1,4.03,4.81
F,20,U,GT3,T ,4,4,other ,services ,No ,Yes ,850000,4,4.83,4.24
M,21,U,GT3,T ,2,2,at_home ,teacher ,Yes ,Yes ,700000,4,4.2,4.16
M,23,U,LE3,T ,3,4,at_home ,health ,Yes ,Yes ,50000,1,4.55,4.48
M,24,U,GT3,T ,2,3,at_home ,other ,No ,Yes ,550000,2,4.95,4.01
F,23,R,LE3,T ,2,2,services ,health ,Yes ,Yes ,700000,4,4.22,4.9
M,22,U,GT3,T ,3,3,other ,teacher ,No ,Yes ,200000,3,4.06,4.58
M,24,R,GT3,T ,2,3,at_home ,teacher ,No ,Yes ,800000,1,4.76,4.73
F,24,R,LE3,T ,3,2,teacher ,health ,No ,Yes ,100000,1,4.18,4.54
M,24,R,GT3,T ,3,4,health ,other ,No ,No ,800000,1,4.4,4.71
M,20,U,LE3,T ,3,3,at_home ,teacher ,No ,Yes ,400000,2,4.76,4.29
F,20,U,LE3,T ,2,4,at_home ,health ,Yes ,No ,250000,4,4.06,4.54
F,22,R,GT3,T ,2,4,services ,teacher ,Yes ,Yes ,800000,1,4.16,4.47
M,24,R,GT3,T ,2,4,at_home ,teacher ,No ,Yes ,300000,1,4.77,4.73
F,24,U,LE3,T ,3,3,at_home ,teacher ,Yes ,Yes ,250000,1,4.28,4.53
F,21,U,GT3,T ,4,2,at_home ,services ,Yes ,No ,50000,1,4.44,4.41
F,24,R,GT3,T ,3,2,services ,services ,Yes ,No ,100000,3,4.2,4.56
F,21,R,GT3,T ,3,3,teacher ,health ,Yes ,Yes ,100000,1,4.51,3.95
F,24,R,GT3,T ,2,4,other ,services ,Yes ,No ,800000,1,4.51,4.88
M,21,U,GT3,T ,3,3,services ,other ,Yes ,No ,550000,4,4.41,4.29
F,21,R,GT3,T ,2,2,at_home ,other ,No ,No ,50000,3,3.92,4.7
F,23,R,GT3,A ,4,3,services ,teacher ,No ,Yes ,600000,1,4.71,4.49
M,23,R,GT3,T ,4,4,at_home ,other ,Yes ,No ,200000,2,4.4,4.69
M,20,U,GT3,T ,4,3,other ,health ,No ,Yes ,100000,1,4.53,4.36
M,20,U,GT3,T ,4,2,services ,other ,No ,No ,600000,5,4.22,4.54
F,20,R,LE3,T ,3,2,at_home ,services ,No ,No ,300000,1,3.97,4.59
M,22,R,GT3,T ,2,3,health ,teacher ,Yes ,No ,500000,1,4.77,4.73
M,21,U,GT3,T ,2,2,at_home ,health ,No ,Yes ,600000,1,4.14,4.44
F,23,R,LE3,T ,2,2,at_home ,teacher ,No ,Yes ,200000,4,4.24,4.84
M,20,U,LE3,T ,2,4,health ,services ,Yes ,Yes ,250000,1,4.9,4.64
M,23,U,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,550000,1,4.42,4.81
M,22,U,GT3,T ,4,2,at_home ,other ,Yes ,Yes ,50000,2,4.65,4.22
M,21,U,GT3,T ,4,3,services ,other ,Yes ,Yes ,250000,1,4.19,4.03
M,23,R,GT3,T ,2,3,other ,health ,No ,Yes ,250000,3,4.98,4.59
M,24,U,GT3,T ,4,3,teacher ,services ,No ,No ,400000,1,4.13,4.47
M,21,U,GT3,T ,4,2,health ,other ,Yes ,Yes ,500000,1,4.64,3.99
M,23,R,LE3,T ,3,4,teacher ,services ,Yes ,No ,100000,2,4.64,4.48
F,23,U,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,400000,1,4.24,4.18
M,24,U,GT3,T ,4,2,at_home ,services ,No ,No ,300000,3,4.46,4.09
F,22,U,LE3,T ,3,3,at_home ,health ,Yes ,No ,450000,3,4.45,4.77
F,23,R,LE3,T ,2,4,at_home ,other ,Yes ,Yes ,600000,2,4.93,4.15
F,20,U,GT3,T ,3,3,at_home ,teacher ,Yes ,No ,550000,1,4.87,4.38
M,20,U,GT3,T ,3,4,at_home ,health ,Yes ,Yes ,100000,1,4.99,4.88
F,24,U,LE3,T ,2,3,at_home ,other ,Yes ,No ,300000,1,4.69,4.11
M,22,R,GT3,T ,4,2,services ,services ,Yes ,No ,400000,4,4.21,4.25
M,20,R,GT3,T ,2,2,health ,teacher ,Yes ,Yes ,300000,1,3.95,4.27
M,20,U,GT3,T ,4,2,at_home ,health ,No ,No ,600000,1,4.37,4.86
F,22,U,GT3,T ,2,2,other ,other ,No ,Yes ,400000,1,4.32,4.15
F,24,R,GT3,T ,3,4,at_home ,services ,Yes ,No ,100000,1,4.94,4.1
F,22,U,GT3,T ,3,3,other ,teacher ,No ,No ,100000,1,4.85,4.69
F,20,U,GT3,T ,2,4,at_home ,services ,Yes ,No ,300000,3,4.52,4.14
F,20,U,GT3,T ,3,3,health ,at_home ,No ,Yes ,850000,1,4.8,4.23
F,21,R,GT3,T ,3,2,at_home ,other ,Yes ,No ,850000,1,4.94,3.98
F,23,R,GT3,T ,4,3,at_home ,other ,Yes ,Yes ,500000,3,4.45,4.23
M,24,U,GT3,T ,3,2,health ,services ,No ,Yes ,200000,1,4.05,4.29
F,23,U,GT3,T ,3,3,at_home ,services ,No ,Yes ,50000,3,4.3,4.89
M,20,U,GT3,T ,3,4,at_home ,other ,Yes ,No ,200000,1,4.04,4.44
M,24,U,GT3,T ,4,2,at_home ,health ,No ,No ,400000,2,4.81,4.4
M,20,R,LE3,T ,3,2,other ,other ,Yes ,Yes ,100000,1,4.08,4.27
M,23,R,GT3,T ,3,4,at_home ,other ,Yes ,No ,100000,1,4.84,4.67
F,22,U,LE3,T ,2,2,at_home ,teacher ,Yes ,Yes ,50000,2,4.06,4.13
F,24,R,GT3,T ,4,3,teacher ,other ,Yes ,No ,700000,1,4.69,4.79
F,20,U,GT3,T ,3,3,at_home ,health ,No ,Yes ,250000,1,4.74,4.86
F,20,U,GT3,T ,3,4,teacher ,other ,Yes ,Yes ,250000,3,4.28,4.25
M,24,R,LE3,T ,2,3,at_home ,services ,No ,Yes ,600000,1,4.89,4.38
F,22,R,LE3,T ,3,4,teacher ,health ,Yes ,Yes ,700000,1,4.38,4.24
M,21,R,LE3,T ,3,2,at_home ,services ,Yes ,Yes ,250000,4,4.7,4.34
F,20,R,LE3,T ,3,3,at_home ,other ,No ,Yes ,550000,1,4.17,4.62
M,22,R,LE3,T ,4,3,other ,teacher ,Yes ,No ,100000,2,4.2,4.32
F,20,U,LE3,T ,3,3,at_home ,services ,No ,Yes ,700000,4,4.61,4.16
F,24,U,GT3,T ,4,4,other ,health ,No ,No ,800000,1,4.84,4.45
F,23,R,GT3,T ,4,2,at_home ,services ,Yes ,Yes ,400000,1,3.98,4.47
M,20,R,GT3,T ,2,2,health ,teacher ,Yes ,Yes ,800000,1,4.85,4.78
M,22,R,LE3,T ,3,4,at_home ,other ,No ,Yes ,600000,1,4.55,4.54
F,20,R,GT3,T ,4,2,other ,other ,Yes ,Yes ,700000,1,4.24,4.74
F,20,R,GT3,T ,4,2,at_home ,teacher ,Yes ,No ,800000,1,4.24,4.38
M,24,R,GT3,T ,2,4,services ,services ,Yes ,No ,100000,3,4.24,4.6
F,24,R,GT3,T ,4,2,at_home ,services ,No ,No ,200000,1,4.22,4.66
M,23,R,GT3,T ,4,4,services ,teacher ,No ,Yes ,400000,5,4.17,4.37
M,23,R,GT3,T ,4,2,at_home ,services ,Yes ,No ,400000,1,4.88,4.5
F,21,R,GT3,T ,3,4,at_home ,other ,Yes ,Yes ,450000,2,4.68,4.52
M,23,U,GT3,T ,2,2,other ,health ,No ,Yes ,450000,1,4.9,4.01
M,22,U,GT3,T ,4,4,at_home ,teacher ,Yes ,Yes ,850000,1,4.25,4.52
M,24,U,LE3,T ,3,3,other ,other ,No ,Yes ,400000,1,4.37,4.77
M,23,R,LE3,T ,2,3,at_home ,services ,Yes ,No ,450000,2,3.97,4.86
M,22,U,GT3,T ,3,2,teacher ,services ,No ,Yes ,550000,3,4.02,4.7
M,21,R,GT3,T ,2,3,at_home ,services ,Yes ,No ,800000,1,4.76,4.26
M,24,R,GT3,T ,2,4,at_home ,other ,No ,No ,700000,1,4.19,4.35
M,22,U,LE3,T ,4,4,at_home ,teacher ,Yes ,No ,700000,1,4.87,4.19
M,22,R,GT3,T ,4,3,at_home ,other ,Yes ,No ,400000,1,4.93,4.34
M,23,R,GT3,T ,3,4,at_home ,services ,Yes ,No ,450000,1,4.27,4.04
F,24,U,LE3,T ,3,4,at_home ,health ,No ,Yes ,500000,1,4.21,4.74
F,20,R,GT3,T ,4,4,services ,health ,Yes ,No ,50000,1,4.05,4.07
M,20,R,GT3,T ,3,2,at_home ,health ,Yes ,No ,50000,5,4.07,4.25
F,20,R,LE3,T ,2,3,health ,health ,Yes ,No ,700000,2,3.94,4.04
F,24,R,LE3,T ,4,3,at_home ,other ,No ,Yes ,600000,3,3.92,3.99
M,21,U,LE3,T ,3,4,at_home ,teacher ,Yes ,No ,800000,1,4,4.65
M,20,U,GT3,T ,2,2,services ,services ,No ,Yes ,50000,1,4.1,4.06
F,20,U,GT3,T ,2,3,teacher ,health ,Yes ,Yes ,850000,2,4.22,4.12
F,24,U,GT3,T ,3,2,at_home ,other ,Yes ,Yes ,300000,2,4.02,4.42
M,20,R,GT3,T ,3,4,at_home ,teacher ,Yes ,No ,200000,1,4.5,4.85
F,20,R,LE3,T ,2,2,at_home ,other ,Yes ,Yes ,550000,3,4.71,4.47
F,23,U,GT3,T ,4,4,at_home ,teacher ,No ,No ,300000,4,4.16,4.69
M,20,U,GT3,T ,4,2,at_home ,health ,Yes ,No ,600000,1,4.61,4.54
F,23,U,LE3,T ,4,4,services ,services ,Yes ,No ,550000,1,4.04,4.55
F,20,R,GT3,T ,3,3,other ,other ,Yes ,Yes ,450000,1,4.38,4.4
M,24,R,GT3,T ,4,4,other ,other ,Yes ,Yes ,400000,1,4.34,4.08
M,23,R,LE3,T ,2,4,at_home ,other ,Yes ,No ,300000,1,4.04,4.13
M,20,U,LE3,T ,4,2,at_home ,services ,Yes ,No ,200000,1,3.95,4.53
M,21,R,LE3,T ,2,3,teacher ,at_home ,No ,No ,100000,1,4.49,4.69
F,23,U,GT3,T ,4,4,teacher ,teacher ,Yes ,No ,200000,3,4.18,4.89
M,22,U,LE3,T ,2,4,services ,teacher ,Yes ,Yes ,200000,1,4.48,4.86
F,24,U,GT3,T ,3,2,at_home ,health ,No ,Yes ,100000,1,4.33,4.44
F,23,R,GT3,T ,3,3,other ,teacher ,No ,No ,200000,3,4.38,4.23
F,22,R,GT3,T ,4,2,health ,health ,No ,No ,400000,1,4.13,4.42
F,22,R,GT3,T ,2,2,services ,teacher ,Yes ,No ,250000,3,4.05,4.18
F,20,U,GT3,T ,4,4,other ,health ,Yes ,Yes ,400000,1,4.76,4.03
M,24,R,GT3,T ,2,3,other ,services ,Yes ,Yes ,850000,1,4.73,4.52
M,21,U,GT3,T ,4,3,at_home ,services ,No ,Yes ,500000,3,4.9,4.09
M,23,U,GT3,T ,4,2,services ,health ,Yes ,No ,100000,1,4.02,4.26
M,24,U,LE3,A ,3,2,at_home ,other ,Yes ,No ,100000,4,4.28,4.33
F,22,U,LE3,A ,4,4,other ,teacher ,Yes ,Yes ,700000,1,3.95,4.07
F,21,U,GT3,T ,4,3,at_home ,other ,Yes ,Yes ,450000,1,4.96,4.17
F,24,R,GT3,T ,3,2,at_home ,health ,Yes ,No ,100000,2,4.99,4.71
M,24,U,GT3,T ,4,2,services ,services ,Yes ,No ,800000,1,4.41,4.06
M,23,U,LE3,T ,4,2,at_home ,health ,Yes ,No ,500000,1,4.63,3.98
M,21,R,GT3,T ,4,2,at_home ,other ,No ,Yes ,500000,1,4.98,4.34
M,22,R,GT3,T ,4,3,health ,teacher ,No ,Yes ,600000,1,3.93,4.8
F,21,U,GT3,T ,2,2,at_home ,health ,No ,Yes ,550000,1,4.32,4.43
M,21,R,GT3,T ,3,3,other ,teacher ,Yes ,No ,800000,1,4.31,4.89
F,22,U,GT3,T ,3,2,at_home ,other ,Yes ,Yes ,100000,2,4.08,4.47
M,21,R,GT3,T ,4,2,at_home ,at_home ,Yes ,No ,300000,1,4.15,4.83
F,23,U,LE3,T ,2,3,other ,health ,No ,Yes ,600000,1,4.87,4.5
